Price,Make,Model,Trim,Mi,Year,Fuel type,Euro norm,Body type,Color,City,Power,Transmission,Contact
"25,300 EUR",Land Rover,Discovery Sport,2.0,"136,000 km",2018,Diesel,,Suv,Black,Verona,134 kW (182 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/land-rover-discovery-sport-20-td4-180-cv-auto-business-edition-black-edition-diesel/1/20523873
"29,000 EUR",Alfa Romeo,Stelvio,2.0,"75,000 km",2019,Petrol,,Crossover,Green,Verona,208 kW (283 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/alfa-romeo-stelvio-20-turbo-280-cv-at8-q4-executive-benzina/1/20520769
"23,900 EUR",Volkswagen,T-Cross,1.0 tsi,"40,000 km",2019,Petrol,,Crossover,White,Verona,86 kW (117 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volkswagen-t-cross-10-tsi-115-cv-dsg-advanced-bmt-r-line-benzina/1/20461142
"23,490 EUR",Volkswagen,Polo,2.0 GTI,"48,170 km",2020,Petrol,6,Hatchback,Blue,Savona,149 kW (203 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/volkswagen-polo-gti-20-tsi-dsg-gti-bluemotion-tetto-alcantara-beats-benzina/1/20377377
"108,999 EUR",Audi,Q8,3.0 50 TDI Quattro Tiptronic,100 km,2024,Diesel,,Suv,White,Milazzo,213 kW (290 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-q8-50-tdi-2024-quattro-tiptronic-s-line-edition-elettricadiesel/1/20397118
"12,500 EUR",Peugeot,Rcz,1.6 THP,"156,000 km",2012,Petrol,5,Coupe,Black,Giarre,149 kW (203 HP),Manual,https://www.trova-automobile.it/auto/annuncio/peugeot-rcz-16-thp-200cv-asphalt-benzina/1/20475853
"25,999 EUR",Renault,Koleos,2.0 dCi,"32,500 km",2020,Diesel,,Suv,Violet,Roma,141 kW (192 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/renault-koleos-190-cv-4x4-x-tronic-executive-unico-pro-diesel/1/20530242
"21,000 EUR",Jeep,Cherokee,6.6,"72,000 km",2019,Diesel,6,Suv,Black,Giarre,144 kW (196 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jeep-cherokee-22-mjt-awd-active-drive-i-limited-diesel/1/20475660
"34,990 EUR",Jaguar,E-Pace,2.0,"59,000 km",2020,Diesel,6,Suv,Silver,Alcamo,134 kW (182 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jaguar-e-pace-20d-180-cv-awd-aut-r-dynamic-diesel/1/20233732
"6,400 EUR",Renault,Scenic,1.5 dCi,"166,600 km",2014,Diesel,5,Mpv,Black,Chivasso,82 kW (112 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/renault-scenic-scenic-15-dci-110cv-edc-diesel/1/20375540
"11,490 EUR",Mini,Countryman,1.6 One D,"179,999 km",2016,Diesel,6,Crossover,White,Avellino,67 kW (91 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mini-countryman-mini-one-d-business-countryman-fari-xeno-diesel/1/20448150
"9,500 EUR",Opel,Astra,1.6 cdti,"169,000 km",2016,Diesel,6,Wagon,Gray,Pregnana Milanese,111 kW (151 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/opel-astra-16-cdti-136cv-aut-sports-tourer-euro6b-diesel/1/20433667
"37,900 EUR",Audi,A6,3.0 TDI Quattro TipTronic,"75,800 km",2018,Diesel,,Wagon,Gray,Montichiari,243 kW (330 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/audi-a6-avant-30-tdi-competition-quattro-tiptronic-busine-diesel/1/20257950
"16,490 EUR",Peugeot,508,1.5 bluehdi,"137,000 km",2019,Diesel,6,Sedan,Black,Este,97 kW (132 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/peugeot-508-bluehdi-130-stopstart-eat8-sw-business-diesel/1/20447558
"12,000 EUR",Fiat,Tipo,1.6,"113,800 km",2020,Diesel,,Hatchback,Gray,Firenze,89 kW (121 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/fiat-tipo-16-mjt-ss-dct-sw-lounge-diesel/1/20513191
"9,900 EUR",Mercedes Benz,Clk-Class,2.3 230,"160,000 km",1999,Petrol,2,Convertible,Blue,Lodi,143 kW (194 HP),Manual,https://www.trova-automobile.it/auto/annuncio/mercedes-benz-clk-230-kompressor-193cv-cabriolet-sport---1999-benzina/1/20469278
"18,900 EUR",Nissan,Qashqai,1.5 dCi,"65,340 km",2019,Diesel,6,Crossover,Black,Brescia,86 kW (117 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/nissan-qashqai-15-dci-115cv-dct-business-navigatore-diesel/1/20378049
"15,400 EUR",Ford,Focus,1.0 EcoBoost,"72,000 km",2019,Diesel,6,Wagon,Silver,Arco,93 kW (126 HP),Manual,https://autosupermarket.it/annunci/ford-focus-1-5-diesel-2019-4bfcdbd5d2990996
"9,400 EUR",Bmw,X5,D,"265,000 km",2007,Diesel,,Suv,Silver,San Giorgio,175 kW (238 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/bmw-x5-30d-cat-futura-redauto-diesel/1/20512421
"10,900 EUR",Mini,One,1.6 D,"132,000 km",2014,Diesel,6,Mini,White,One,70 kW (95 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/mini-one-15-one-d-diesel/1/20530154
"24,900 EUR",Jeep,Compass,1.6 multijet,"72,000 km",2020,Diesel,,Crossover,Gray,Roma,89 kW (121 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jeep-compass-16-multijet-120cv-limited-2wd-navicarplayled-diesel/1/20443279
"21,790 EUR",Jeep,Compass,1.6 multijet,"57,000 km",2020,Diesel,,Crossover,Blue,Civitavecchia,104 kW (141 HP),Automatic,https://www.trova-automobile.it/auto/annuncio/jeep-compass-20-mjet-140cv-limited-4x4navipelle-totsed-elet-diesel/1/20540340
