Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"36,831 EUR (274,800 DKK)",Suzuki,Jimny,1.5 DDiS,"49,000 km",2020,Diesel,Crossover,Gray,Sorø,76 kW (103 HP),Manual,https://www.guloggratis.dk/annonce/26ed310b-88ae-4a66-a030-b3f96d11f399
"10,709 EUR (79,900 DKK)",Citroen,C3,1.2 puretech,"86,000 km",2017,Petrol,Hatchback,Gray,Lynge,61 kW (83 HP),Manual,https://www.bilbasen.dk/brugt/bil/citron/c3/12-puretech-82-funky-5d/6102166
"18,094 EUR (135,000 DKK)",Audi,A1,1.4 TFSI,"77,000 km",2011,Petrol,Mini,Black,Gadstrup,90 kW (122 HP),Automatic,https://www.bilbasen.dk/brugt/bil/audi/a1/14-tfsi-122-attraction-s-tr-3d/5808513
"23,415 EUR (174,700 DKK)",Seat,Leon,2.0 TSI,"117,000 km",2020,Diesel,Hatchback,Black,Randers,111 kW (151 HP),Automatic,https://www.guloggratis.dk/annonce/4ea71ee5-aac7-498f-afeb-ab27b9faf1ec
"26,739 EUR (199,500 DKK)",Nissan,Qashqai,1.5 dCi,"127,000 km",2019,Diesel,Crossover,White,Ry,85 kW (116 HP),Automatic,https://www.guloggratis.dk/annonce/0bbbbb00-b802-4d85-a44c-86704f581e72
"16,351 EUR (121,999 DKK)",Mazda,3,2.0 SKYACTIV,"115,000 km",2015,Petrol,Hatchback,White,Odense,89 kW (121 HP),Manual,https://www.bilbasen.dk/brugt/bil/mazda/3/20-skyactiv-g-120-vision-4d/6088568
"17,410 EUR (129,900 DKK)",Audi,A1,1.2 TFSI,"132,000 km",2014,Petrol,Mini,Black,Tørring,64 kW (87 HP),Manual,https://www.bilbasen.dk/brugt/bil/audi/a1/12-tfsi-86-ambition-sportback-5d/6093598
"21,431 EUR (159,900 DKK)",Peugeot,2008,1.5 bluehdi,"41,000 km",2019,Diesel,Crossover,Black,København,89 kW (121 HP),Automatic,https://www.bilbasen.dk/brugt/bil/peugeot/2008/15-bluehdi-120-gt-line-sky-eat6-5d/5847601
"20,091 EUR (149,900 DKK)",Bmw,X3,xDrive30d,"179,000 km",2016,Diesel,Suv,Black,Vallensbæk,192 kW (261 HP),Automatic,https://www.bilbasen.dk/brugt/bil/bmw/x3/30-xdrive30d-m-sport-aut-5d/6094595
"6,634 EUR (49,500 DKK)",Renault,Twingo,1.0,"123,000 km",2015,Petrol,Mini,White,Køge,52 kW (71 HP),Manual,https://www.guloggratis.dk/annonce/de9a5d32-779b-444d-a5f0-535923b39b18
"23,442 EUR (174,900 DKK)",Dacia,Sandero Stepway,1.0 tce,"4,000 km",2022,Petrol,Crossover,White,Birkerød,67 kW (91 HP),Manual,https://www.bilbasen.dk/brugt/bil/dacia/sandero-stepway/10-tce-90-comfort-5d/5862582
"14,730 EUR (109,900 DKK)",Volkswagen,Up!,1.0,"74,000 km",2020,Petrol,Mini,Blue,Odense,44 kW (60 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/up/10-mpi-60-5d/6086369
"113,792 EUR (849,000 DKK)",Porsche,911 Turbo,3.6,"82,000 km",2015,Petrol,Coupe,Black,Hadsund,298 kW (405 HP),Automatic,https://www.guloggratis.dk/annonce/e879ee84-6504-4598-bd18-fb9a4ba629b4
"10,709 EUR (79,900 DKK)",Toyota,Aygo,1.0,"133,000 km",2016,Petrol,Mini,White,Tørring,51 kW (69 HP),Manual,https://www.bilbasen.dk/brugt/bil/toyota/aygo/10-vvt-i-x-wave-sky-5d/6113346
"499 EUR (3,727 DKK)",Porsche,911 Targa,,"82,000 km",2015,Petrol,Convertible,Black,Hadsund,298 kW (405 HP),Automatic,https://www.guloggratis.dk/annonce/e1717305-0fae-4920-9d1c-adfc920c57f4
"14,475 EUR (108,000 DKK)",Volkswagen,Polo,1.2 TSI,"141,000 km",2015,Petrol,Hatchback,Brown,Esbjerg,82 kW (112 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/polo/12-tsi-110-highline-bmt-5d/6107473
"9,368 EUR (69,900 DKK)",Citroen,C1,1.0,"75,000 km",2017,Petrol,Mini,Red,Søborg,50 kW (68 HP),Manual,https://www.bilbasen.dk/brugt/bil/citron/c1/10-vti-68-extravaganza-5d/6098816
"18,750 EUR (139,900 DKK)",Citroen,C3,1.2 puretech,"11,824 km",2023,Petrol,Hatchback,White,Roskilde,61 kW (83 HP),Manual,https://www.bilbasen.dk/brugt/bil/citron/c3/12-puretech-83-carr-5d/6070985
"7,840 EUR (58,500 DKK)",Opel,Karl,1.0,"148,000 km",2016,Petrol,Hatchback,Black,Lystrup,55 kW (75 HP),Manual,https://www.bilbasen.dk/brugt/bil/opel/karl/10-innovation-5d/6115539
"6,688 EUR (49,900 DKK)",Hyundai,I10,1.0,"155,000 km",2015,Petrol,Mini,White,Hemmet,49 kW (67 HP),Manual,https://www.guloggratis.dk/annonce/7f98e197-86c3-4bbd-b799-106c189c9131
"14,528 EUR (108,400 DKK)",Volkswagen,Polo,1.0 tsi,"125,000 km",2017,Petrol,Hatchback,Gray,Hedehusene,70 kW (95 HP),Manual,https://www.bilbasen.dk/brugt/bil/vw/polo/10-tsi-95-bluemotion-5d/6116409
"19,434 EUR (145,000 DKK)",Audi,A3,1.6 TDI,"142,500 km",2017,Diesel,Sedan,Black,Hjørring,86 kW (117 HP),Manual,https://www.bilbasen.dk/brugt/bil/audi/a3/16-tdi-116-4d/6079690
"11,379 EUR (84,900 DKK)",Ford,C-Max,1.0,"198,000 km",2016,Petrol,Mpv,Black,Hemmet,74 kW (101 HP),Manual,https://www.guloggratis.dk/annonce/c07bd7e1-9977-4470-91c8-30446e10160b
"31,483 EUR (234,900 DKK)",Peugeot,Expert,2.0,"58,000 km",2019,Diesel,Van,Gray,Aalborg,131 kW (178 HP),Automatic,https://seek4cars.net/biler-til-salg/peugeot/expert/l3-2-0-bluehdi-ultimate-eat8-177hk-van-8g-aut/f8150aa8-efb2-45e0-ad25-e6aec0564395
"8,698 EUR (64,900 DKK)",Kia,Picanto,1.2 mpi,"99,000 km",2016,Petrol,Mini,Black,Hemmet,64 kW (87 HP),Manual,https://www.guloggratis.dk/annonce/57d47596-0170-4385-a401-320d6ea65997
"16,056 EUR (119,800 DKK)",Mercedes Benz,R-Class,320 CDI,"363,000 km",2006,Diesel,Mpv,,Stenløse,224 kW (305 HP),Automatic,https://bilhandel.dk/mercedes-r320-30-cdi-aut-4matic/id-1576900
"40,142 EUR (299,500 DKK)",Cadillac,Eldorado,4.5,"170,000 km",1962,Petrol,Sedan,Blue,Odense,,Automatic,https://www.guloggratis.dk/annonce/d85b42d4-0f65-4c00-a956-283f0fe613d2
"25,331 EUR (189,000 DKK)",Peugeot,3008,1.5 bluehdi,"125,000 km",2017,Diesel,Crossover,White,Give,89 kW (121 HP),Automatic,https://www.guloggratis.dk/annonce/0524b5e4-ddb5-4fad-a835-fbbf82dae93a
