Price,Make,Model,Mi,Year,Fuel type,Body type,Color,City,Transmission,Contact,Trim,Power,Euro norm
"20,400 EUR (19,800 CHF)",Mini,Se,"20,300 km",2021,Electric,,,,Automatic,https://www.azw.ch/de/angebot/1045/mini-cooper-se-elektro-184ps-automat?&page_number=5,,137 kW (186 HP),
"23,182 EUR (22,500 CHF)",Citroen,C5 X,9 km,2024,Petrol,,,,Automatic,https://www.azw.ch/de/angebot/61/citroen-c5-x-1-2i-puretech-business-autom-44?&page_number=3,1.2 puretech,97 kW (132 HP),6
"30,703 EUR (29,800 CHF)",Bmw,1 Series,"15,500 km",2023,Petrol,,,,Automatic,https://www.azw.ch/de/angebot/459/bmw-118i-m-sport-steptronic-automat?&page_number=2,118i,101 kW (137 HP),6
"33,794 EUR (32,800 CHF)",Renault,Megane,"8,800 km",2022,,Sedan,Black,,Automatic,https://www.azw.ch/de/angebot/173/renault-megane-e-tech-ev60-iconic-automat?&page_number=6,,162 kW (220 HP),
"27,303 EUR (26,500 CHF)",Bmw,2 Series,"29,300 km",2021,Petrol,,,,Automatic,https://www.azw.ch/de/angebot/40/bmw-225xe-xdrive-iperformance-active-tourer-steptronic-automat?&page_number=2,,164 kW (223 HP),6
"39,667 EUR (38,500 CHF)",Alfa Romeo,Stelvio,"23,900 km",2022,Diesel,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/565/alfa-romeo-stelvio-2-2-jtdm-ti-q4-automat-210ps?&page_number=1,,156 kW (212 HP),6
"49,249 EUR (47,800 CHF)",Cupra,Formentor,9 km,2024,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1104/cupra-formentor-2-5-tsi-vz5-390ps-4drive-dsg-automat-37?&page_number=3,,290 kW (394 HP),
"49,249 EUR (47,800 CHF)",Cupra,Formentor,8 km,2024,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1105/cupra-formentor-2-5-tsi-vz5-390ps-4drive-dsg-automat-37?&page_number=3,,290 kW (394 HP),
"49,249 EUR (47,800 CHF)",Cupra,Formentor,6 km,2024,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1079/cupra-formentor-2-5-tsi-vz5-390ps-4drive-dsg-automat-37?&page_number=3,,290 kW (394 HP),
"29,364 EUR (28,500 CHF)",Toyota,Yaris Cross,10 km,2024,,,Black,,Automatic,https://www.azw.ch/de/angebot/1143/toyota-yaris-cross-1-5-comfort-awdi-e-cvt-automat-30?&page_number=8,1.5,86 kW (117 HP),
"26,582 EUR (25,800 CHF)",Škoda,Superb,"34,900 km",2021,,Wagon,White,,Automatic,https://www.azw.ch/de/angebot/213/skoda-superb-combi-1-4-tsi-style-phev-plug-in-hybrid-dsg-automat?&page_number=7,1.4 TSI,162 kW (220 HP),6
"30,394 EUR (29,500 CHF)",Nissan,Qashqai,"15,400 km",2023,,Crossover,Silver,,Automatic,https://www.azw.ch/de/angebot/1073/nissan-qashqai-1-5-vc-t-e-power-n-connecta-automat?&page_number=5,1.5 VC-T,141 kW (192 HP),6
"29,364 EUR (28,500 CHF)",Cupra,Ateca,"39,800 km",2021,,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/1024/cupra-ateca-2-0-tsi-300-ps-4drive-dsg-automat?&page_number=3,2.0 TSI,223 kW (303 HP),6
"32,455 EUR (31,500 CHF)",Volkswagen,T-Roc,"42,300 km",2020,,,Blue,,Automatic,https://www.azw.ch/de/angebot/267/vw-t-roc-2-0-tsi-r-4motion-301ps-dsg-aut?&page_number=9,2.0 TSI 4Motion R,224 kW (305 HP),6
"29,364 EUR (28,500 CHF)",Toyota,Yaris Cross,7 km,2024,,,Black,,Automatic,https://www.azw.ch/de/angebot/1144/toyota-yaris-cross-1-5-comfort-awdi-e-cvt-automat-30?&page_number=8,1.5,86 kW (117 HP),
"29,364 EUR (28,500 CHF)",Toyota,Yaris Cross,6 km,2024,,,Silver,,Automatic,https://www.azw.ch/de/angebot/1148/toyota-yaris-cross-1-5-comfort-awdi-e-cvt-automat-30?&page_number=8,1.5,86 kW (117 HP),
"29,364 EUR (28,500 CHF)",Toyota,Yaris Cross,5 km,2024,,,Black,,Automatic,https://www.azw.ch/de/angebot/1145/toyota-yaris-cross-1-5-comfort-awdi-e-cvt-automat-30?&page_number=8,1.5,86 kW (117 HP),
"29,364 EUR (28,500 CHF)",Toyota,Yaris Cross,4 km,2024,,,Silver,,Automatic,https://www.azw.ch/de/angebot/1147/toyota-yaris-cross-1-5-comfort-awdi-e-cvt-automat-30?&page_number=8,1.5,86 kW (117 HP),
"47,188 EUR (45,800 CHF)",Kia,Sportage,9 km,2024,,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/360/kia-sportage-1-6t-gdi-phev-gt-line-4x4-dct-automat-23?&page_number=4,1.6 T-GDi,197 kW (268 HP),6
"35,855 EUR (34,800 CHF)",Seat,Tarraco,"26,100 km",2022,Petrol,Suv,Blue,,Automatic,https://www.azw.ch/de/angebot/1196/seat-tarraco-2-0tsi-xcellence-4drive-dsg-automat?&page_number=6,2.0 TSi 4Drive,141 kW (192 HP),6
"35,546 EUR (34,500 CHF)",Mercedes Benz,250,"44,500 km",2020,Diesel,,,,Automatic,https://www.azw.ch/de/angebot/122/mercedes-x-250-d-4matic-power-doppelkabine-automat?&page_number=4,,141 kW (192 HP),6
"39,976 EUR (38,800 CHF)",Audi,Q5,"42,800 km",2021,,Suv,,,Automatic,https://www.azw.ch/de/angebot/1110/audi-q5-50-tfsi-e-sport-299ps-quattro-s-tronic-automat?&page_number=1,2.0 tfsi,222 kW (302 HP),
"29,673 EUR (28,800 CHF)",Volkswagen,Golf,"17,100 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1171/vw-golf-2-0-tsi-style-dsg-automat?&page_number=8,2.0,142 kW (193 HP),6
"84,800 EUR",Porsche,911 Gt3,"26,000 km",2006,Petrol,Coupe,,,,https://www.woowmotors.com/car/2006-porsche-911-gt3-cup,,,
"23,388 EUR (22,700 CHF)",Ds Automobiles,Ds 3 Crossback,"12,100 km",2023,Petrol,Crossover,Black,,Automatic,https://www.azw.ch/de/angebot/1195/ds-automobiles-ds-3-crossback-1-2-pt-performance-line-eat-automat?&page_number=3,1.2,96 kW (131 HP),6
"36,576 EUR (35,500 CHF)",Audi,A5,"27,800 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1206/audi-a5-sportback-45-tfsi-advanced-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,197 kW (268 HP),6
"36,576 EUR (35,500 CHF)",Audi,A5,"25,200 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1216/audi-a5-sportback-45-tfsi-advanced-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,197 kW (268 HP),6
"37,606 EUR (36,500 CHF)",Audi,A5,"18,700 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1207/audi-a5-sportback-45-tfsi-advanced-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,197 kW (268 HP),6
"37,606 EUR (36,500 CHF)",Audi,A5,"16,900 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1135/audi-a5-sportback-45-tfsi-advanced-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,197 kW (268 HP),
"38,637 EUR (37,500 CHF)",Audi,A5,"9,100 km",2023,,Sedan,,,Automatic,https://www.azw.ch/de/angebot/1134/audi-a5-sportback-45-tfsi-advanced-quattro-s-tronic-automat?&page_number=1,2.0 45 TFSI quattro,197 kW (268 HP),
"40,300 EUR",Bmw,3 Series,"109,000 km",1989,Petrol,,,,,https://www.woowmotors.com/car/1989-bmw-325i-shadowline-m-tech-2,,,
"257,581 EUR (250,000 CHF)",Jaguar,E-Type,,1973,,Convertible,,,,https://www.carandclassic.com/l/C1674609,5.3 V12,,
"101,800 EUR",Chevrolet,Camaro,"56,300 km",1967,Petrol,,,,,https://www.woowmotors.com/car/1967-chevrolet-camaro-ss-350,5.7,,
"17,412 EUR (16,900 CHF)",Peugeot,4008,,2016,Diesel,Crossover,Black,Thun,Manual,https://www.carforyou.ch/de/auto/peugeot/4008,,,
"79,500 EUR",Citroen,Ds,"69,100 km",1959,Petrol,Convertible,Green,,,https://www.woowmotors.com/car/citroen-ds-19-first-serie-concours,,,
"824,261 EUR (800,000 CHF)",Chevrolet,Van,,1980,,Van,,,,https://www.carandclassic.com/l/C1684033,,,
"6,068,625 EUR (5,890,000 CHF)",Ford,Ranchero,,1972,,Pickup,,,,https://www.carandclassic.com/l/C1684395,,,
"26,500 EUR",Citroen,Ami,"75,450 km",1969,Petrol,,White,,,https://www.woowmotors.com/car/1969-citroen-ami-6-club,,,
"6,073,777 EUR (5,895,000 CHF)",Chevrolet,Bel Air,,1965,,,,,,https://www.carandclassic.com/l/C1703261,,,
"1,522,308 EUR (1,477,500 CHF)",Pontiac,Grand Prix,,1978,,,,,,https://www.carandclassic.com/l/C1684005,,,
"55,431 EUR (53,800 CHF)",Genesis,G70,,2022,Diesel,Sedan,Black,,Automatic,https://www.carforyou.ch/de/auto/genesis/g70,,,
"137,700 EUR",Porsche,911,"122,144 km",1982,Petrol,,,,,https://www.woowmotors.com/car/1982-porsche-911-930-turbo,,,
"26,500 EUR",Peugeot,304,100 km,1971,Petrol,Convertible,,,,https://www.woowmotors.com/car/1971-peugeot-304-cabriolet,,,
"2,029,744 EUR (1,970,000 CHF)",Mercedes Benz,300,"61,000 km",1962,,Sedan,,,Automatic,https://www.carandclassic.com/car/C1679840,,,
"36,061 EUR (35,000 CHF)",Porsche,928,"113,294 km",1989,,Coupe,,,,https://www.carandclassic.com/car/C1625085,,,
"49,970 EUR (48,500 CHF)",Morgan,Plus 8,"42,863 km",1991,,Convertible,,,,https://www.carandclassic.com/car/C1433627,,,
"1,694,887 EUR (1,645,000 CHF)",Citroen,Ds,"64,000 km",1961,,,Red,,Automatic,https://www.carandclassic.com/car/C1541179,,,
