Make,Model,Trim,Year,Mileage(km),kW,Fuel type,Body type,Color,Transmission,Emission standard,Country,City,Price(EUR)
Bmw,X6,xdrive30d,2023,25360,213.0,Diesel,Suv,White,Automatic,6,Romania,Arad,62941.0
Bmw,X6,xdrive30d,2023,21685,213.0,Diesel,Suv,Black,Automatic,6,Romania,Arad,66302.0
Audi,Q2,1.6,2019,385,86.0,Diesel,Crossover,Black,Automatic,6,Romania,Oradea,17890.0
Mini,One,1.6,2021,55857,76.0,Petrol,Mini,White,Automatic,6,Romania,Arad,15705.0
Bmw,X5,xdrive40i,2023,37384,248.0,Petrol,Suv,Black,Automatic,6,Romania,Arad,60873.0
Bmw,X5,m50i,2023,24482,395.0,Petrol,Suv,Black,Automatic,6,Romania,Arad,66378.0
Bmw,X5,xdrive40i,2023,23073,248.0,Petrol,Suv,Black,Automatic,6,Romania,Arad,61260.0
Bmw,X5,xdrive40i,2023,18332,248.0,Petrol,Suv,Black,Automatic,6,Romania,Arad,61092.0
Bmw,M3,3.0 cs,2023,239,410.0,Petrol,Coupe,,Automatic,6,Romania,Băneasa,114980.0
Bmw,8 Series,840d xdrive,2019,44594,238.0,Diesel,Coupe,,Automatic,6,Romania,Băneasa,56180.0
Hyundai,Tucson,2.0,2018,123000,100.0,Diesel,Suv,,Manual,6,Romania,Bucureşti,17500.0
Hyundai,Accent,1.4,2007,115000,97.0,Petrol,Hatchback,,Manual,4,Romania,Timişoara,3500.0
Škoda,Kodiaq,1.5,2019,87680,110.0,Petrol,Suv,,Automatic,6,Romania,Galaţi,26000.0
Bmw,1 Series,118i,2023,4000,104.0,Petrol,Coupe,,Automatic,6,Romania,Băneasa,24580.0
Bmw,M8,4.4,2022,14948,447.0,Petrol,Coupe,,Automatic,6,Romania,Băneasa,88080.0
Jeep,Cherokee,2.2,2016,100000,147.0,Diesel,Suv,,Automatic,6,Romania,Bucureşti,19000.0
Volkswagen,Touran,2.0,2012,290000,104.0,Diesel,Mpv,,Manual,5,Romania,Ploieşti,8490.0
Ineos,Grenadier,3.0,2023,24714,185.0,Diesel,Suv,,Automatic,6,Romania,Timişoara,83235.0
Ineos,Grenadier,3.0,2023,6400,185.0,Diesel,Suv,,Automatic,6,Romania,Sibiu,80639.0
Ineos,Grenadier,3.0,2023,5250,185.0,Diesel,Suv,,Automatic,6,Romania,Otopeni,79962.0
Ineos,Grenadier,3.0,2023,5100,213.0,Petrol,Suv,,Automatic,6,Romania,Braşov,81340.0
Opel,Mokka,1.6,2018,118000,136.0,Diesel,Crossover,Black,Manual,6,Romania,Bucureşti,10890.0
Bmw,8 Series,m850i xdrive,2021,52190,395.0,Petrol,Coupe,,Automatic,6,Romania,Timişoara,57980.0
Audi,Q7,3.0 tdi,2015,170000,202.0,Diesel,Suv,,Automatic,6,Romania,Ploieşti,34990.0
Opel,Adam,1.4,2014,332,64.0,Petrol,Mini,,Manual,6,Romania,Oradea,5950.0
Mercedes Benz,Gla-Class,180,2019,8550,122.0,Petrol,Suv,Black,Automatic,6,Romania,Otopeni,25500.0
Bmw,X3,d,2019,121000,169.0,Diesel,Suv,,Automatic,6,Romania,Bucureşti,42500.0
Škoda,Karoq,1.6 tdi,2019,198000,116.0,Diesel,Suv,Black,Automatic,6,Romania,Bucureşti,14650.0
Porsche,Cayenne,3.0,2020,19000,344.0,Hybrid,Suv,White,Automatic,6,Romania,NA,82940.0
Volvo,Xc60,2.0,2018,96010,231.0,Petrol,Crossover,Black,Automatic,6,Romania,NA,49950.0
Hyundai,Kona,1.0,2020,79000,89.0,Petrol,Crossover,Green,Manual,6,Romania,NA,14780.0
Audi,Q5,2.0,2018,139000,141.0,Diesel,Suv,Gray,Automatic,6,Romania,NA,24990.0
Citroen,C-Elysee,1.2,2019,71600,61.0,Petrol,Sedan,Gray,Manual,6,Romania,NA,9163.0
Jeep,Compass,1.6,2018,110800,89.0,Diesel,Crossover,White,Automatic,6,Romania,NA,16898.0
Volkswagen,Tiguan,2.0,2019,100000,104.0,Petrol,Crossover,Silver,Automatic,6,Romania,NA,29166.0
Smart,Forfour,0.9,2019,67256,49.0,Petrol,Hatchback,Silver,Automatic,6,Romania,NA,15269.0
Jeep,Compass,1.4,2019,73489,170.0,Petrol,Crossover,Gray,Automatic,6,Romania,NA,22900.0
Toyota,Rav4,2.0,2018,163000,143.0,Diesel,Suv,Gray,Manual,6,Romania,NA,16289.0
Volvo,Xc60,2.0,2020,75974,320.0,Hybrid,Crossover,White,Automatic,6,Romania,NA,36900.0
Renault,Koleos,2.0 dci,2022,3709,141.0,Diesel,Suv,Black,Automatic,6,Romania,NA,36450.0
Audi,Q5,2.0,2019,87556,182.0,Petrol,Suv,Black,Automatic,6,Romania,NA,32899.0
Bmw,7 Series,745le,2022,36900,213.0,Hybrid,Sedan,Gray,Automatic,6,Romania,NA,74987.0
Audi,Q7,3.0,2018,135940,202.0,Diesel,Suv,Black,Automatic,6,Romania,NA,36479.0
Kia,Sportage,1.6 gdi,2018,84000,101.0,Petrol,Crossover,Gray,Automatic,6,Romania,NA,20950.0
Kia,Sportage,1.6 gdi,2018,60300,131.0,Petrol,Crossover,Black,Automatic,6,Romania,NA,20900.0
Bmw,7 Series,730ld,2020,76900,197.0,Diesel,Sedan,Black,Automatic,6,Romania,NA,54954.0
Dacia,Lodgy,1.5 dci,2019,177591,85.0,Diesel,Mpv,White,Manual,6,Romania,NA,11489.0
Bmw,7 Series,750i,2019,97300,395.0,Petrol,Sedan,Black,Automatic,6,Romania,NA,65899.0
Mercedes Benz,G-Class,500,2022,21000,314.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,166588.0
Renault,Espace,2.0,2019,167000,119.0,Diesel,Mpv,Beige,Automatic,6,Romania,NA,18683.0
Bentley,Flying Spur,4.0,2023,3509,410.0,Petrol,Sedan,Black,Automatic,6,Romania,NA,218841.0
Volkswagen,Tiguan,2.0,2019,83821,141.0,Diesel,Crossover,Gray,Automatic,6,Romania,NA,29990.0
Mercedes Benz,Gle-Class,350,2018,132995,192.0,Diesel,Suv,Black,Automatic,6,Romania,NA,36890.0
Ford,Ranger,2.0,2020,68406,158.0,Diesel,Pickup,Orange,Automatic,6,Romania,NA,32900.0
Renault,Koleos,2.0 dci,2021,101582,141.0,Diesel,Suv,Blue,Automatic,6,Romania,NA,29990.0
Toyota,C-Hr,1.8,2019,92349,73.0,Hybrid,Suv,Gray,Automatic,6,Romania,NA,19990.0
Mercedes Benz,G-Class,63 amg,2024,36,436.0,Petrol,Suv,Black,Automatic,6,Romania,NA,261800.0
Peugeot,508,2.0,2019,143000,121.0,Diesel,Sedan,Gray,Automatic,6,Romania,NA,22253.0
Ford,Ranger,3.2,2019,115000,149.0,Diesel,Pickup,Gray,Automatic,6,Romania,NA,27349.0
Jeep,Gladiator,3.0,2021,32787,264.0,Diesel,Pickup,Blue,Automatic,6,Romania,Bucureşti,78999.0
Dacia,Duster,1.6,2019,79825,114.0,Petrol,Suv,White,Manual,6,Romania,Bucureşti,14490.0
Dacia,Duster,1.6,2019,62978,114.0,Petrol,Suv,White,Manual,6,Romania,Bucureşti,14990.0
Peugeot,3008,1.5,2019,103835,130.0,Diesel,Crossover,Blue,Automatic,6,Romania,Bucureşti,20890.0
Volvo,Xc60,2.0,2019,109648,190.0,Diesel,Crossover,Blue,Automatic,6,Romania,NA,30900.0
Ford,Kuga,2.0 tdci,2018,95000,150.0,Diesel,Suv,Blue,Automatic,6,Romania,Otopeni,16450.0
Bmw,M4,3.0 dkg,2020,42000,335.0,Petrol,Convertible,Yellow,Automatic,6,Romania,Otopeni,56999.0
Ford,Ecosport,1.0,2020,95459,93.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,14690.0
Toyota,Auris,1.8 hybrid,2016,148011,99.0,Hybrid,Hatchback,Gray,Automatic,6,Romania,Râmnicu Vâlcea,13000.0
Mercedes Benz,Glc-Class,300,2021,14557,194.0,Electric,Suv,Blue,Automatic,6,Romania,NA,47900.0
Porsche,Cayenne,2.9 s,2019,137000,440.0,Petrol,Suv,Blue,Automatic,6,Romania,Otopeni,62949.0
Renault,Talisman,1.6,2017,149901,119.0,Diesel,Sedan,White,Automatic,6,Romania,Râmnicu Vâlcea,15500.0
Volkswagen,Tiguan,2.0,2021,44900,150.0,Diesel,Crossover,Gray,Automatic,6,Romania,NA,23000.0
Audi,Q3,1.5,2019,50000,150.0,Petrol,Crossover,Gray,Automatic,6,Romania,NA,27500.0
Toyota,C-Hr,1.8,2022,62000,90.0,Hybrid,Suv,White,Automatic,6,Romania,Otopeni,22454.0
Hyundai,Kona,1.0,2020,61956,89.0,Petrol,Crossover,Blue,Manual,6,Romania,NA,14690.0
Dacia,Duster,1.6,2019,100088,114.0,Petrol,Suv,Gray,Manual,6,Romania,Bucureşti,13790.0
Renault,Arkana,1.6,2022,66000,70.0,Hybrid,Crossover,Blue,Automatic,6,Romania,Bucureşti,26418.0
Hyundai,Santa Fe,2.2 crdi,2019,54000,200.0,Diesel,Suv,Gray,Automatic,6,Romania,Bucureşti,31773.0
Hyundai,Tucson,1.6 gdi,2021,131158,180.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,24990.0
Porsche,911,3.0,2020,45500,450.0,Petrol,Coupe,Gray,Automatic,6,Romania,NA,129900.0
Ford,Edge,2.0,2019,62000,238.0,Diesel,Suv,Gray,Automatic,6,Romania,Bucureşti,32368.0
Ford,Kuga,2.5,2020,48697,152.0,Hybrid,Suv,Gray,Automatic,6,Romania,NA,23500.0
Peugeot,508,2.0,2017,194000,132.0,Diesel,Sedan,Black,Automatic,6,Romania,Bragadiru,13900.0
Škoda,Kamiq,1.0 tsi,2022,32700,82.0,Petrol,Suv,Blue,Automatic,6,Romania,Otopeni,20199.0
Hyundai,Ioniq,1.6,2019,133000,105.0,Hybrid,Sedan,Black,Automatic,6,Romania,Bucureşti,18088.0
Nissan,Qashqai,1.5,2021,71589,157.0,Petrol,Crossover,White,Automatic,6,Romania,NA,19850.0
Volvo,Xc90,2.0,2017,176663,175.0,Diesel,Suv,Black,Automatic,6,Romania,Râmnicu Vâlcea,27000.0
Land Rover,Defender,3.0,2021,31000,400.0,Petrol,Suv,Blue,Automatic,6,Romania,Braşov,72000.0
Škoda,Kamiq,1.0 tsi,2021,53117,95.0,Petrol,Suv,Blue,Manual,6,Romania,NA,15400.0
Volvo,Xc90,2.0,2019,123719,303.0,Hybrid,Suv,Gray,Automatic,6,Romania,Bucureşti,42899.0
Audi,Q3,2.0,2019,103059,150.0,Diesel,Crossover,Gray,Automatic,6,Romania,NA,25900.0
Ford,Ranger,3.2,2018,84944,200.0,Diesel,Pickup,Orange,Automatic,6,Romania,NA,29000.0
Mercedes Benz,G-Class,500,2018,109326,314.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,108900.0
Tesla,Model X,electro,2017,125000,287.0,Electric,Crossover,Gray,Automatic,6,Romania,NA,46069.0
Ssangyong,Tivoli,1.5,2019,64365,121.0,Petrol,Crossover,White,Manual,6,Romania,NA,17800.0
Volvo,Xc60,2.0,2018,199040,141.0,Diesel,Crossover,Black,Automatic,6,Romania,NA,24500.0
Volvo,V60,2.0,2018,222800,141.0,Diesel,Wagon,Blue,Automatic,6,Romania,NA,17989.0
Tesla,Model Y,electro,2022,2182,383.0,Electric,Suv,Black,Automatic,6,Romania,NA,49989.0
Volvo,Xc60,2.0,2022,53000,186.0,Petrol,Crossover,White,Automatic,6,Romania,NA,38900.0
Volvo,Xc60,2.0,2022,40043,186.0,Petrol,Crossover,Blue,Automatic,6,Romania,NA,39900.0
Audi,A8,3.0 tdi,2022,22610,212.0,Diesel,Sedan,Black,Automatic,6,Romania,NA,94010.0
Bmw,M4,3.0,2021,46000,278.0,Petrol,Coupe,Blue,Automatic,6,Romania,NA,57949.0
Bmw,M4,3.0,2021,27000,380.0,Petrol,Coupe,Green,Automatic,6,Romania,NA,85000.0
Dacia,Jogger,1.6,2022,26101,104.0,Hybrid,Suv,Gray,Automatic,6,Romania,NA,22250.0
Renault,Koleos,2.0 dci,2020,44424,141.0,Diesel,Suv,Black,Automatic,6,Romania,NA,27499.0
Hyundai,Ioniq,1.6,2019,41934,78.0,Hybrid,Sedan,White,Automatic,6,Romania,NA,19724.0
Land Rover,Range Rover Sport,3.0,2020,39790,228.0,Diesel,Suv,Gray,Automatic,6,Romania,NA,63903.0
Land Rover,Range Rover Sport,2.0,2020,33000,223.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,65331.0
Mercedes Benz,Gle-Class,400,2022,50000,246.0,Diesel,Suv,Black,Automatic,6,Romania,NA,95188.0
Mercedes Benz,Gle-Class,400,2022,38500,246.0,Diesel,Suv,Gray,Automatic,6,Romania,NA,83300.0
Mercedes Benz,Gle-Class,400,2022,36501,246.0,Diesel,Suv,Black,Automatic,6,Romania,NA,87949.0
Mercedes Benz,Gle-Class,63 amg,2021,17000,456.0,Petrol,Suv,White,Automatic,6,Romania,NA,151130.0
Mercedes Benz,G-Class,63 amg,2019,10000,436.0,Petrol,Suv,Black,Automatic,6,Romania,NA,184000.0
Fiat,500,1.0,2023,7100,52.0,Petrol,Mini,Gray,Manual,6,Romania,NA,13760.0
Alfa Romeo,Stelvio,2.9,2019,66588,380.0,Petrol,Crossover,Black,Automatic,6,Romania,NA,53400.0
Volkswagen,T-Cross,1.0,2019,45000,85.0,Petrol,Crossover,White,Automatic,6,Romania,NA,16999.0
Toyota,Rav4,2.5,2019,164335,132.0,Hybrid,Suv,White,Automatic,6,Romania,NA,26490.0
Toyota,Rav4,2.5,2019,134469,115.0,Hybrid,Suv,Blue,Automatic,6,Romania,NA,31900.0
Mercedes Benz,C-Class,43 amg,2018,68800,290.0,Petrol,Coupe,Black,Automatic,6,Romania,NA,46000.0
Mercedes Benz,Glb-Class,200,2022,7500,121.0,Petrol,Suv,Black,Automatic,6,Romania,NA,49968.0
Bmw,7 Series,740ld,2022,56000,253.0,Diesel,Sedan,Gray,Automatic,6,Romania,NA,82990.0
Volkswagen,Touareg,3.0 tdi,2019,96468,172.0,Diesel,Suv,Black,Automatic,6,Romania,NA,36900.0
Volkswagen,Touareg,3.0 tdi,2019,81000,213.0,Diesel,Suv,White,Automatic,6,Romania,NA,46500.0
Volkswagen,Touareg,3.0 tdi,2019,56371,213.0,Diesel,Suv,Black,Automatic,6,Romania,NA,44799.0
Volvo,S60,2.0,2020,51756,141.0,Petrol,Sedan,Black,Automatic,6,Romania,NA,29999.0
Audi,S5,3.0,2018,200000,263.0,Petrol,Coupe,Blue,Automatic,6,Romania,NA,26899.0
Mercedes Benz,Glc-Class,300,2022,16529,182.0,Diesel,Suv,Black,Automatic,6,Romania,NA,56786.0
Mercedes Benz,Glc-Class,200,2022,15723,152.0,Petrol,Suv,Black,Automatic,6,Romania,NA,56900.0
Mercedes Benz,Glc-Class,200,2022,14000,152.0,Petrol,Suv,Gray,Automatic,6,Romania,NA,69299.0
Hyundai,I20,1.2,2020,74637,62.0,Petrol,Hatchback,White,Manual,6,Romania,NA,12198.0
Mercedes Benz,Gls-Class,63 amg,2021,44652,456.0,Petrol,Suv,Black,Automatic,6,Romania,NA,115900.0
Jeep,Grand Cherokee,6.4 srt8,2018,32000,348.0,Petrol,Suv,Black,Automatic,6,Romania,NA,57120.0
Land Rover,Range Rover Sport,3.0,2019,99800,228.0,Diesel,Suv,Black,Automatic,6,Romania,NA,44999.0
Toyota,Auris,1.8,2016,259206,73.0,Hybrid,Hatchback,Black,Automatic,6,Romania,NA,11000.0
Peugeot,2008,1.2 puretech,2017,81000,100.0,Petrol,Crossover,Gray,Manual,6,Spain,Valencia,14495.0
Peugeot,2008,1.2 puretech,2017,70309,110.0,Petrol,Crossover,White,Manual,6,Spain,Valencia,12595.0
Fiat,500,1.4,2009,100585,74.0,Petrol,Mini,Orange,Manual,5,Spain,Madrid,7490.0
Ford,Puma,1.0 ecoboost,2020,75089,115.0,Petrol,Crossover,Blue,Manual,6,Spain,Valencia,18995.0
Hyundai,Santa Fe,2.2 crdi,2009,174051,115.0,Diesel,Suv,Black,Manual,5,Spain,Madrid,9990.0
Fiat,Tipo,1.6,2017,51000,120.0,Diesel,Hatchback,Blue,Manual,6,Spain,Girona,12900.0
Land Rover,Evoque,2.0,2020,44845,111.0,Diesel,Suv,White,Automatic,6,Spain,Valencia,34895.0
Peugeot,3008,1.5 bluehdi,2022,22,130.0,Electric,Crossover,White,Manual,6,Spain,Valencia,30495.0
Smart,Forfour,1.0,2015,41787,71.0,Petrol,Hatchback,Silver,Manual,6,Spain,Madrid,10890.0
Nissan,Micra,1.0,2021,52113,68.0,Petrol,Mini,White,Manual,6,Spain,Madrid,13900.0
Škoda,Octavia,2.0 tdi,2020,199000,150.0,Diesel,Sedan,Gray,Automatic,6,Spain,Madrid,12499.0
Ford,Ecosport,1.5 ecoblue,2018,77000,125.0,Diesel,Suv,Black,Manual,6,Spain,San Fernando De Henares,16295.0
Ford,Puma,1.0 ecoboost,2020,47881,125.0,Hybrid,Crossover,Blue,Manual,6,Spain,Valencia,18695.0
Nissan,Qashqai,1.2,2021,25000,140.0,Hybrid,Crossover,Blue,Manual,6,Spain,San Fernando De Henares,24295.0
Ford,Focus,1.5 tdci,2017,189000,120.0,Diesel,Wagon,Beige,Automatic,6,Spain,Madrid,8999.0
Škoda,Scala,1.0 dsg tsi,2020,67635,110.0,Petrol,Sedan,Blue,Automatic,6,Spain,Madrid,20990.0
Audi,Q5,2.0 tdi quattro,2010,119344,201.0,Diesel,Suv,Gray,Automatic,5,Spain,Parla,16450.0
Jaguar,Xf,2.2,2015,235778,200.0,Diesel,Sedan,Blue,Automatic,6,Spain,Madrid,12700.0
Nissan,Qashqai,1.3 dig-t,2019,73000,140.0,Petrol,Crossover,Black,Manual,6,Spain,Valencia,18295.0
Renault,Laguna,2.0 dci,2009,130000,150.0,Diesel,Sedan,Beige,Manual,5,Spain,Madrid,7450.0
Audi,Q3,2.0 40 tfsi quattro,2020,69158,140.0,Petrol,Crossover,Gray,Automatic,6,Spain,Majadahonda,37990.0
Fiat,500,1.2,2014,136620,69.0,Petrol,Mini,Red,Manual,6,Spain,Madrid,8000.0
Peugeot,2008,1.2 puretech,2021,69901,100.0,Petrol,Crossover,Orange,Manual,6,Spain,Madrid,19490.0
Jeep,Cherokee,2.8 crd limited,2006,84813,163.0,Diesel,Suv,Silver,Automatic,4,Spain,Madrid,10850.0
Volvo,Xc60,2.0 d4 awd,2019,199000,190.0,Diesel,Crossover,Gray,Automatic,6,Spain,Madrid,22999.0
Peugeot,2008,1.2 puretech,2020,56519,130.0,Petrol,Crossover,Red,Manual,6,Spain,Tomares,17500.0
Peugeot,2008,1.2 puretech,2020,29049,130.0,Petrol,Crossover,Gray,Manual,6,Spain,Madrid,19495.0
Jaguar,Xj,3.0,2011,168200,275.0,Diesel,Sedan,Black,Automatic,5,Spain,Madrid,18750.0
Ford,Puma,1.0 ecoboost,2020,160303,126.0,Hybrid,Crossover,Blue,Manual,6,Spain,Madrid,16000.0
Ford,Ecosport,1.0 ecoboost,2022,54738,125.0,Petrol,Suv,Red,Manual,6,Spain,Pol,17990.0
Peugeot,2008,1.2 puretech,2021,103215,100.0,Petrol,Crossover,White,Manual,6,Spain,Valencia,15495.0
Bmw,8 Series,m850i xdrive,2019,99999,530.0,Petrol,Coupe,Black,Automatic,6,Spain,Madrid,68950.0
Dacia,Sandero,0.9 tce,2019,70760,90.0,Petrol,Hatchback,White,Manual,6,Spain,Girona,12990.0
Opel,Crossland X,1.2,2019,101729,82.0,Petrol,Suv,Blue,Manual,6,Spain,Lugo,17600.0
Volkswagen,Tiguan,2.0 tdi 4motion,2021,44000,111.0,Diesel,Crossover,Blue,Automatic,6,Spain,El Prat De Llobregat,36900.0
Mercedes Benz,Slk-Class,55 amg,2006,125440,360.0,Petrol,Convertible,Black,Automatic,4,Spain,Madrid,30500.0
Kia,Niro,1.6,2021,59826,140.0,Electric,Suv,Black,Automatic,6,Spain,Torrejón De Ardoz,21890.0
Bmw,X2,sdrive20i,2020,37352,228.0,Petrol,Suv,Gray,Automatic,6,Spain,Pontevedra,32990.0
Hyundai,I10,1.0,2023,8449,49.0,Petrol,Mini,Red,Manual,6,Spain,Alcalá De Henares,15000.0
Hyundai,Tucson,1.6 crdi,2019,26315,101.0,Diesel,Suv,Black,Manual,6,Spain,Barcelona,29900.0
Jeep,Renegade,1.6 limited,2022,19995,130.0,Diesel,Crossover,Black,Manual,6,Spain,Valladolid,19990.0
Ford,Kuga,2.0 tdci,2009,126000,140.0,Diesel,Suv,Brown,Manual,5,Spain,El Prat De Llobregat,10900.0
Bmw,X3,sdrive18d,2019,88735,243.0,Diesel,Suv,Blue,Automatic,6,Spain,Lugo,29999.0
Bmw,X3,m40d,2019,52545,243.0,Diesel,Suv,White,Automatic,6,Spain,Sevilla,32800.0
Peugeot,308,1.5 bluehdi,2021,74684,96.0,Electric,Wagon,Gray,Manual,6,Spain,Lugo,18990.0
Bmw,4 Series,420d,2017,94009,141.0,Diesel,Convertible,Red,Automatic,6,Spain,Madrid,28990.0
Nissan,Micra,1.0,2021,24303,92.0,Petrol,Mini,Silver,Manual,6,Spain,Sabadell,14900.0
Nissan,Micra,1.0,2021,11000,100.0,Petrol,Mini,Red,Automatic,6,Spain,Sabadell,16900.0
Ford,Ecosport,1.0 ecoboost,2019,53149,125.0,Petrol,Suv,Blue,Manual,6,Spain,Madrid,19490.0
Seat,Ateca,1.5 tsi,2019,64847,150.0,Petrol,Suv,White,Automatic,6,Spain,San Sebastián De Los Reyes,19990.0
Nissan,Qashqai,1.3 dig-t,2023,10237,140.0,Hybrid,Crossover,Black,Manual,6,Spain,Sabadell,30500.0
Ford,Puma,1.0 ecoboost,2021,86000,125.0,Petrol,Crossover,Black,Manual,6,Spain,Ademuz,15950.0
Opel,Adam,1.2,2017,113319,69.0,Petrol,Mini,Gray,Manual,6,Spain,Pontevedra,12900.0
Cupra,Formentor,1.5 tsi,2022,8329,111.0,Petrol,Crossover,Gray,Automatic,6,Spain,Sabadell,29900.0
Citroen,C4 Cactus,1.2,2020,46414,82.0,Petrol,Hatchback,White,Manual,6,Spain,Lugo,17990.0
Audi,Q7,3.0,2012,231355,204.0,Diesel,Suv,Blue,Semi Automatic,5,Spain,Parla,21450.0
Mercedes Benz,Gla-Class,180,2020,73435,101.0,Petrol,Suv,Black,Automatic,6,Spain,Lugo,30900.0
Mercedes Benz,Gla-Class,200,2020,45625,121.0,Petrol,Suv,Gray,Automatic,6,Spain,Lugo,45900.0
Renault,Clio,1.5 dci,2019,98000,90.0,Diesel,Wagon,White,Automatic,6,Spain,Torrejón De Ardoz,11950.0
Citroen,Berlingo,1.5 bluehdi,2020,117869,130.0,Diesel,Van,Blue,Manual,6,Spain,San Sebastián De Los Reyes,20990.0
Jeep,Renegade,1.6 limited,2021,64433,130.0,Diesel,Crossover,Gray,Manual,6,Spain,Vélez Málaga,22300.0
Bmw,X3,sdrive18d,2018,86772,243.0,Diesel,Suv,White,Automatic,6,Spain,Tijarafe,28995.0
Bmw,X3,sdrive18d,2018,53717,243.0,Diesel,Suv,Black,Automatic,6,Spain,Madrid,29990.0
Citroen,C3 Aircross,1.2,2019,83321,82.0,Petrol,Suv,Beige,Manual,6,Spain,Madrid,15900.0
Citroen,C3 Aircross,1.6,2019,59402,102.0,Diesel,Suv,White,Manual,6,Spain,Valencia,15595.0
Ford,Mondeo,1.5,2016,229575,120.0,Diesel,Sedan,Gray,Manual,6,Spain,Madrid,10700.0
Peugeot,3008,1.2 puretech,2018,62129,96.0,Petrol,Crossover,White,Manual,6,Spain,Madrid,18990.0
Audi,A4 Allroad,2.0 tdi,2016,128994,121.0,Diesel,Crossover,Black,Automatic,6,Spain,Madrid,24990.0
Bmw,5 Series,520d,2013,252000,183.0,Diesel,Wagon,Gray,Manual,5,Spain,Ademuz,9950.0
Ford,Focus,1.0 ecoboost,2019,27433,125.0,Petrol,Sedan,Blue,Manual,6,Spain,Madrid,20990.0
Mini,Countryman,1.6 one,2018,185568,102.0,Petrol,Crossover,Black,Automatic,6,Spain,Pontevedra,22900.0
Mazda,Cx-3,1.8,2019,103854,85.0,Diesel,Crossover,Blue,Automatic,6,Spain,Valencia,18595.0
Kia,Stonic,1.0 t-gdi,2021,500,119.0,Hybrid,Crossover,Red,Manual,6,Spain,Ademuz,18950.0
Bmw,X3,xdrive20d,2018,112061,243.0,Diesel,Suv,Black,Automatic,6,Spain,Madrid,38900.0
Kia,Sportage,1.7 crdi,2014,113000,115.0,Diesel,Crossover,White,Manual,6,Spain,Ademuz,12250.0
Peugeot,308,1.5 bluehdi,2023,12,96.0,Electric,Wagon,Silver,Automatic,6,Spain,Valencia,31026.0
Bmw,X1,sdrive16d,2020,67000,141.0,Diesel,Suv,Gray,Automatic,6,Spain,Ademuz,22850.0
Bmw,X3,sdrive18d,2019,118000,111.0,Diesel,Suv,Black,Manual,6,Spain,Ademuz,23850.0
Bmw,X2,sdrive20i,2019,91873,228.0,Petrol,Suv,Black,Automatic,6,Spain,Pontevedra,27890.0
Mercedes Benz,Cls-Class,350,2020,77180,285.0,Diesel,Sedan,Red,Automatic,6,Spain,Pontevedra,63900.0
Renault,Clio,1.5 dci,2018,93000,75.0,Diesel,Wagon,Black,Manual,6,Spain,Torrejón De Ardoz,10950.0
Audi,Q7,3.0,2018,135000,162.0,Diesel,Suv,White,Semi Automatic,6,Spain,Lugo,43900.0
Audi,Q7,3.0 45 tdi,2018,108740,213.0,Diesel,Suv,Blue,Semi Automatic,6,Spain,Madrid,43900.0
Hyundai,I10,1.0,2019,98207,66.0,Petrol,Mini,Blue,Manual,6,Spain,Lugo,10999.0
Fiat,Tipo,1.6,2022,56510,97.0,Petrol,Hatchback,Green,Automatic,6,Spain,Madrid,19900.0
Nissan,Leaf,tekna,2018,48510,150.0,Electric,Hatchback,White,Automatic,6,Spain,Girona,18490.0
Citroen,C3 Aircross,1.2,2018,74000,110.0,Petrol,Suv,Red,Automatic,6,Spain,Girona,16290.0
Kia,Stonic,1.2,2022,9234,84.0,Petrol,Crossover,Red,Manual,6,Spain,Pontevedra,20999.0
Kia,Stonic,1.2,2022,2500,84.0,Petrol,Crossover,White,Manual,6,Spain,Vigo,20990.0
Audi,Sq5,3.0 tfsi v6,2017,58071,264.0,Petrol,Suv,White,Automatic,6,Spain,Madrid,51990.0
Peugeot,3008,1.2 puretech,2017,95924,96.0,Petrol,Crossover,Blue,Manual,6,Spain,Madrid,16900.0
Peugeot,3008,1.2 puretech,2017,95350,131.0,Petrol,Crossover,Gray,Manual,6,Spain,Calafell,15590.0
Audi,Q5,2.0 35 tdi,2020,76383,121.0,Diesel,Suv,Gray,Automatic,6,Spain,Martínez,34995.0
Opel,Mokka,1.2,2023,2,130.0,Petrol,Crossover,White,Automatic,6,Spain,Valencia,29200.0
Ford,Ecosport,1.5 tdci,2017,72588,70.0,Diesel,Suv,Red,Manual,6,Spain,Lugo,16900.0
Kia,Sportage,1.6 gdi,2019,197846,115.0,Diesel,Crossover,White,Manual,6,Spain,Parla,15450.0
Nissan,Qashqai,1.3 dig-t,2021,44481,140.0,Hybrid,Crossover,White,Manual,6,Spain,Sabadell,24500.0
Nissan,Qashqai,1.3 dig-t,2021,35000,140.0,Petrol,Crossover,Black,Manual,6,Spain,Sabadell,20500.0
Ford,Kuga,1.5 ecoboost,2019,56141,120.0,Petrol,Suv,White,Manual,6,Spain,Marçà,16675.0
Audi,A1,1.0 tfsi,2017,125000,95.0,Petrol,Mini,White,Manual,6,Spain,El Prat De Llobregat,13900.0
Mazda,Cx-3,2.0,2019,59200,120.0,Petrol,Crossover,Black,Automatic,6,Spain,Girona,20990.0
