Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Ford,Edge,2.0,2019,Diesel,Suv,Gray,Bucureşti,Automatic,https://cautimasina.ro/ford-edge-2019-diesel-second-hand-info-65e3125124c314cc11efae27,6,32368,62000,238.0,Romania
Peugeot,508,2.0,2017,Diesel,Sedan,Black,Bragadiru,Automatic,https://www.anuntul.ro/anunt-autoturism-peugeot-508-ZzmYl6#J8jeek%20,6,13900,194000,132.0,Romania
Hyundai,Ioniq,1.6,2018,Hybrid,Sedan,Blue,NA,Automatic,https://cautimasina.ro/hyundai-ioniq-2018-altul-second-hand-info-65c492eda289d38a56fe3e9e,6,14498,111419,105.0,Romania
Hyundai,Ioniq,1.6,2019,Hybrid,Sedan,Black,Bucureşti,Automatic,https://cautimasina.ro/hyundai-ioniq-2019-altul-second-hand-info-65e3123124c314cc11efae10,6,18088,133000,105.0,Romania
Toyota,C-Hr,1.8,2018,Hybrid,Suv,Gray,Bucureşti,Automatic,https://www.anuntul.ro/anunt-autoturism-toyota-c-hr-xPL2YM#J8jeek%20,6,22990,39597,98.0,Romania
Volvo,Xc90,2.0,2017,Diesel,Suv,Black,Râmnicu Vâlcea,Automatic,https://www.anuntul.ro/anunt-autoturism-volvo-xc90-m3vVex#J8jeek%20,6,27000,176663,175.0,Romania
Kia,Sportage,2.0,2020,Diesel,Crossover,Gray,Bucureşti,Automatic,https://cautimasina.ro/kia-sportage-2020-diesel-second-hand-info-65e03bc9df5f293b5af9eb02,6,23443,120000,185.0,Romania
Škoda,Kamiq,1.0 tsi,2021,Petrol,Suv,Blue,NA,Manual,https://cautimasina.ro/skoda-kamiq-2021-benzina-second-hand-info-65e3143324c314cc11efb071,6,15400,53117,95.0,Romania
Dacia,Duster,1.6,2019,Petrol,Suv,White,NA,Manual,https://www.leasingsh.ro/dacia-duster-2019-DAC53608.html,6,14490,79825,85.0,Romania
Volvo,Xc60,2.0,2018,Diesel,Crossover,Black,NA,Automatic,https://www.leasingsh.ro/volvo-xc-60-2018-VOL53542.html,6,24500,199040,141.0,Romania
Volvo,Xc60,2.0,2018,Diesel,Crossover,Gray,NA,Automatic,https://www.leasingsh.ro/volvo-xc-60-2018-VOL49086.html,6,27608,137000,141.0,Romania
Renault,Koleos,2.0 dCi,2020,Diesel,Suv,Black,NA,Automatic,https://www.leasingsh.ro/renault-koleos-2020-REN53551.html,6,27499,44424,141.0,Romania
Hyundai,Ioniq,1.6,2019,Hybrid,Sedan,White,NA,Automatic,https://www.leasingsh.ro/hyundai-ioniq-2019-HYU53915.html,6,19724,41934,78.0,Romania
