Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"23,990 EUR",Ford,Kuga,1.5,100 km,2019,Petrol,Suv,White,Le Blanc,111 kW (151 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-ford-kuga-15-flexifuel-e85-150ch-stopstart-st-line-4x2-bva-euro62-554511/
"18,990 EUR",Ford,Kuga,2.0 TDCi,589 km,2018,Diesel,Suv,Gray,Tours,111 kW (151 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-kuga-20-tdci-150ch-stopstart-vignale-4x2-euro62-572550/
"20,499 EUR",Ford,Kuga,2.0 TDCi,862 km,2017,Diesel,Suv,White,Le Blanc,134 kW (182 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-ford-kuga-20-tdci-180ch-stopstart-vignale-4x4-powershift-569579/
"18,880 EUR",Ford,Kuga,2.0 TDCi,618 km,2017,Diesel,Suv,Beige,Tours,111 kW (151 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-ford-kuga-20-tdci-150ch-stopstart-vignale-4x4-745589/
"21,990 EUR",Nissan,Juke,1.0 DIG-T,983 km,2022,Petrol,Crossover,Black,Tours,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-dig-t-114-tekna-dct-541265/
"21,880 EUR",Nissan,Juke,1.0 DIG-T,885 km,2022,Petrol,Crossover,Black,Tours,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-tekna-dct-20215-586003/
"24,490 EUR",Nissan,Juke,1.0,200 km,2022,Petrol,Crossover,Gray,Tours,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-tekna-2021-656239/
"26,900 EUR",Nissan,Juke,1.0 DIG-T,125 km,2022,Petrol,Crossover,Red,Tours,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-design-2021-708815/
"20,990 EUR",Nissan,Juke,1.0 DIG-T,45 km,2022,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-design-2021-727042/
"21,990 EUR",Nissan,Juke,1.0 DIG-T,9 km,2022,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-tekna-dct-20215-715716/
