Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Hyundai,Kona,1.0 T-GDi,2022,Petrol,Crossover,Black,Madrid,Manual,https://coches.km77.com/hyundai/kona/en-madrid/2346819/se-vende-hyundai-kona-10-tgdi-maxx-4x2-2022-17450-eur,6,17450,58000,89.0,Spain
Audi,Q2,1.5 35 TFSI,2019,Petrol,Crossover,White,Valencia,Automatic,https://www.auto10.com/segunda-mano/audi-q2-35-tfsi-design-s-tronic-110kw-5-p-en-valencia/12281214/ocasion,6,24595,60158,111.0,Spain
Audi,A3,2.0 TDI S-Tronic,2016,Diesel,Sedan,Black,Torres,Automatic,https://coches.km77.com/audi/a3/en-girona/2344853/se-vende-audi-a3-20-tdi-s-tronic-ambition-2016-17900-eur,6,17900,169700,150.0,Spain
Audi,A3,1.6 TDI,2018,Diesel,Sedan,Black,Valencia,Manual,https://www.granmanzana.es/coches/audi-a3-1-6-tdi-85kw-116cv-sportback-gmm5613622.htm,6,17995,112254,116.0,Spain
Dacia,Sandero,0.9 tce,2019,Petrol,Hatchback,White,Girona,Manual,https://coches.km77.com/dacia/sandero/en-barcelona/2324630/se-vende-dacia-sandero-sl-xplore-2019-12990-eur,6,12990,70760,90.0,Spain
Opel,Crossland X,1.2,2019,Petrol,Suv,Blue,Pontevedra,Manual,https://coches.km77.com/opel/crossland-x/en-coruna/2391394/se-vende-opel-crossland-x-12-81kw-110cv-design-line-s-s-2019-17600-eur,6,17600,101729,110.0,Spain
Volkswagen,Tiguan,2.0 TDI 4Motion,2021,Diesel,Crossover,Blue,El Prat De Llobregat,Automatic,https://coches.km77.com/volkswagen/tiguan/en-barcelona/2310312/se-vende-volkswagen-tiguan-rline-20-tdi-150cv-4motion-dsg-2021-36900-eur,6,36900,44000,111.0,Spain
Mercedes Benz,Slk-Class,55 AMG,2006,Petrol,Convertible,Black,Madrid,Automatic,https://coches.km77.com/mercedes-benz/slk/en-madrid/2360955/se-vende-mercedes-benz-slk-slk-55-amg-360cv-2006-30500-eur,4,30500,125440,360.0,Spain
Bmw,X2,sDrive20i,2020,Petrol,Suv,Gray,Pontevedra,Automatic,https://coches.km77.com/bmw/x2/en-barcelona/2337269/se-vende-bmw-x2-xdrive20i-auto-2020-32990-eur,6,32990,37352,228.0,Spain
Hyundai,Tucson,1.6 GDi,2019,Petrol,Suv,Brown,Marçà,Manual,https://coches.km77.com/hyundai/tucson/en-las-palmas/2371406/se-vende-hyundai-tucson-16-gdi-97kw-131cv-sle-4x2-2019-17995-eur,6,17995,86203,131.0,Spain
Hyundai,Tucson,1.6 GDi,2019,Petrol,Suv,Beige,Sabadell,Automatic,https://coches.km77.com/hyundai/tucson/en-barcelona/2335614/se-vende-hyundai-tucson-tucson-tgdi-16-177-cv-4x2-dct-tecno-2019-23900-eur,6,23900,70000,131.0,Spain
Hyundai,Tucson,1.6 CRDi,2019,Diesel,Suv,Black,Barcelona,Manual,https://coches.km77.com/hyundai/tucson/en-barcelona/2294967/se-vende-hyundai-tucson-16-crdi-100kw-48v-n-line-2wd-5p-2019-29900-eur,6,29900,26315,101.0,Spain
Ford,Kuga,2.0 TDCi,2009,Diesel,Suv,Brown,El Prat De Llobregat,Manual,https://coches.km77.com/ford/kuga/en-barcelona/2294048/se-vende-ford-kuga-20-tdci-140cv-con-techo-panoramico-y-cuero-completo-2009-10900-eur,5,10900,126000,140.0,Spain
Bmw,X3,sDrive18d,2019,Diesel,Suv,Blue,Sada,Automatic,https://coches.km77.com/bmw/x3/en-coruna/2391287/se-vende-bmw-x3-sdrive18d-2019-29999-eur,6,29999,88735,243.0,Spain
Hyundai,Kona,1.0 T-GDi,2020,Petrol,Crossover,White,Marçà,Manual,https://coches.km77.com/hyundai/kona/en-las-palmas/2364925/se-vende-hyundai-kona-10-tgdi-klass-4x2-2020-14995-eur,6,14995,61900,119.0,Spain
Hyundai,Kona,1.0 T-GDi,2020,Petrol,Crossover,Red,Marçà,Manual,https://coches.km77.com/hyundai/kona/en-las-palmas/2343633/se-vende-hyundai-kona-10-tgdi-klass-4x2-2020-14995-eur,6,14995,49222,119.0,Spain
Peugeot,3008,1.5 bluehdi,2019,Electric,Crossover,Red,Madrid,Manual,https://coches.km77.com/peugeot/3008/en-madrid/2397917/se-vende-peugeot-3008-15-bluehdi-96kw-130cv-ss-gt-line-2019-22900-eur,6,22900,66957,96.0,Spain
Peugeot,3008,1.2 puretech,2019,Petrol,Crossover,White,Madrid,Automatic,https://coches.km77.com/peugeot/3008/en-madrid/2397911/se-vende-peugeot-3008-12-puretech-96kw-ss-eat8-allure-2019-22900-eur,6,22900,55031,96.0,Spain
Peugeot,3008,1.2 puretech,2019,Petrol,Crossover,White,Madrid,Manual,https://coches.km77.com/peugeot/3008/en-madrid/2308154/se-vende-peugeot-3008-puretech-130-ss-active-96-kw-130-cv-2019-20990-eur,6,20990,54614,97.0,Spain
Bmw,4 Series,420d,2017,Diesel,Convertible,Red,Madrid,Automatic,https://coches.km77.com/bmw/4-series/en-madrid/2303957/se-vende-bmw-4-series-420d-automatica-2017-28990-eur,6,28990,94009,141.0,Spain
Nissan,Juke,1.5 dCi,2019,Diesel,Crossover,White,Madrid,Manual,https://coches.km77.com/nissan/juke/en-madrid/2287967/se-vende-nissan-juke-dci-e6c-81-kw-110-cv-6m-t-n-connecta-2019-17995-eur,6,17995,56622,82.0,Spain
Ford,Ecosport,1.0 EcoBoost,2019,Petrol,Suv,Blue,Madrid,Manual,https://coches.km77.com/ford/ecosport/en-madrid/2356982/se-vende-ford-ecosport-10t-ecoboost-92kw-125cv-ss-st-line-2019-19490-eur,6,19490,53149,125.0,Spain
Hyundai,Santa Fe,2.2 CRDi,2015,Diesel,Suv,White,Valladolid,Automatic,https://coches.km77.com/hyundai/santa-fe/en-madrid/2370361/se-vende-hyundai-santa-fe-22-crdi-style-brown-edition-auto-4x4-7s-2015-18490-eur,6,18490,151730,200.0,Spain
